Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100
5,1,2,34,6,2,4,4,22,35,8,4,1,38,21,7,21,22,1,1,1,1,1,14,9,11,3,4,1,2,10,1,20,1,1,43,1,1,33,1,1,2,1,2,4,5,15,14,2,7,2,1,44,1,1,1,1,5,1,9,24,1,2,1,1,26,3,2,1,1,31,1,22,22,3,1,1,1,1,4,50,4,24,48,2,1,1,1,4,25,1,17,8,3,43,1,1,32,5,1
1,1,20,3,1,3,1,1,16,6,11,1,3,4,24,1,6,16,2,1,2,1,1,8,1,1,1,1,1,1,19,1,5,1,1,36,2,1,41,1,1,3,1,1,1,4,2,1,3,12,5,1,35,2,1,1,1,24,1,4,16,1,1,2,1,1,2,1,1,1,24,1,21,9,1,2,1,1,1,18,13,28,21,29,1,1,1,1,2,7,2,3,1,4,36,1,1,13,1,1
2,1,19,22,4,1,3,4,26,3,7,3,15,21,30,3,6,26,2,1,2,1,1,31,2,12,4,2,1,3,26,1,6,1,1,1,2,1,15,1,1,3,1,3,3,6,7,2,1,1,4,1,7,2,1,1,1,30,1,3,13,1,4,2,1,3,2,3,1,1,3,1,14,25,3,3,1,1,1,8,21,11,1,39,7,1,1,1,3,20,2,10,3,1,1,1,1,20,3,1
2,1,4,1,10,1,3,4,2,5,6,3,1,2,4,3,7,2,2,1,2,1,1,7,2,7,4,2,1,3,1,1,1,1,1,1,2,1,1,1,1,31,1,3,3,5,1,2,1,25,2,1,24,1,1,1,1,3,1,9,1,1,4,2,1,3,2,3,1,1,7,1,7,28,3,3,1,1,1,30,4,43,5,1,2,1,1,1,3,3,1,5,3,1,1,1,1,8,3,1
2,1,49,8,10,1,3,4,7,8,19,3,17,44,3,3,21,7,2,1,2,1,1,17,9,12,4,2,1,3,55,1,6,1,1,20,2,1,10,1,1,37,1,3,3,5,7,2,1,7,2,1,24,1,1,1,1,28,1,9,20,1,4,2,1,3,2,3,1,1,5,1,46,48,3,3,1,1,1,8,52,7,24,28,2,1,1,1,3,37,1,16,3,1,20,1,1,16,3,1
2,1,7,24,10,1,3,4,45,8,8,3,16,24,3,3,7,45,2,1,2,1,1,17,9,12,4,2,1,3,6,1,6,1,1,37,2,1,10,1,1,37,1,3,3,5,7,14,1,7,2,1,24,1,1,1,1,5,1,3,26,1,4,2,1,3,2,3,1,1,35,1,37,43,3,3,1,1,1,8,7,43,5,28,2,1,1,1,3,37,1,16,3,1,37,1,1,16,3,1
9,1,35,46,15,3,1,1,10,20,42,1,37,10,43,1,25,10,2,1,2,1,1,24,14,17,1,8,1,1,50,1,37,1,1,34,2,1,17,1,1,42,1,1,1,4,34,18,3,20,26,1,10,2,1,1,1,44,1,19,14,1,1,2,1,23,2,1,1,1,36,1,25,46,1,2,1,1,1,23,48,8,29,6,26,1,1,1,2,33,2,36,7,4,34,1,1,34,7,1
2,1,3,2,4,1,9,4,3,9,7,3,2,6,2,3,2,3,2,1,2,1,1,4,2,4,4,2,1,3,2,1,1,1,1,4,2,2,1,1,1,1,1,3,3,10,1,12,1,1,4,1,1,3,1,1,1,2,1,12,2,1,4,2,1,4,2,3,1,2,3,1,1,1,3,3,1,1,1,3,2,1,2,4,15,1,1,1,3,1,3,1,3,1,4,1,1,1,3,1
4,1,29,5,2,2,2,2,33,19,30,2,19,48,54,4,12,33,1,1,1,1,1,39,4,11,3,3,1,4,11,1,12,1,1,25,1,1,40,1,1,46,1,4,2,11,18,4,1,9,18,1,48,1,1,1,1,48,1,10,41,1,3,1,1,6,2,3,1,1,32,1,49,26,2,1,1,1,1,11,30,45,11,51,8,1,1,1,3,55,1,9,2,1,25,1,1,22,2,1
1,1,38,38,1,3,1,1,10,15,22,1,41,4,28,1,6,10,2,1,2,1,1,37,1,1,1,1,1,1,42,1,19,1,1,8,2,1,9,1,1,48,1,1,1,4,2,3,3,12,5,1,6,2,1,1,1,23,1,4,6,1,1,3,1,1,1,1,1,1,9,1,18,9,1,2,1,1,1,18,13,24,7,24,1,1,1,1,2,44,2,3,1,4,8,1,1,6,1,1
2,1,19,22,4,1,3,4,26,8,35,3,15,21,30,3,7,26,2,1,2,1,1,31,2,12,4,2,1,3,26,1,6,1,1,24,2,1,15,1,1,8,1,3,3,6,7,2,1,7,4,1,41,2,1,1,1,30,1,3,13,1,4,2,1,3,2,3,1,1,3,1,14,25,3,3,1,1,1,8,21,30,5,19,7,1,1,1,3,20,2,10,3,1,24,1,1,20,3,1
2,1,28,20,6,1,4,5,52,14,2,1,27,36,26,5,22,52,2,1,2,1,1,53,11,18,4,4,1,3,40,1,10,1,1,17,2,1,38,1,1,33,1,3,8,15,24,6,1,11,19,1,26,1,1,1,1,26,1,17,23,1,4,2,1,22,2,3,1,1,10,1,54,43,3,3,1,1,1,19,7,26,15,46,14,1,1,1,3,57,1,53,3,1,17,1,1,33,4,1
2,1,39,27,4,2,3,4,31,29,15,2,45,47,49,2,12,31,1,1,1,1,1,47,4,15,4,2,1,3,49,1,20,1,1,13,1,1,31,1,1,47,1,3,3,6,15,2,1,24,4,1,11,1,1,1,1,51,1,3,18,1,4,1,1,17,3,3,1,1,26,1,12,6,3,1,1,1,1,26,10,46,22,15,5,1,1,1,3,15,1,21,2,3,13,1,1,44,3,1
1,1,20,3,1,3,1,1,16,6,16,1,3,4,24,1,6,16,2,1,2,1,1,8,1,1,1,1,1,1,19,1,5,1,1,8,2,1,9,1,1,3,1,1,1,4,2,3,1,3,5,1,6,2,1,1,1,24,1,4,16,1,1,2,1,1,2,1,1,1,9,1,21,9,1,2,1,1,1,1,25,24,7,24,1,1,1,1,2,7,2,3,1,4,8,1,1,38,1,1
2,1,4,1,10,1,3,4,2,5,6,3,1,2,4,3,7,2,2,1,2,1,1,7,2,7,4,2,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,3,3,5,1,2,1,25,2,1,1,1,1,1,1,3,1,9,1,1,4,2,1,3,2,3,1,1,7,1,7,1,3,3,1,1,1,3,4,1,5,1,2,1,1,1,3,3,2,5,3,1,1,1,1,8,3,1
3,1,1,9,2,2,2,2,4,1,3,2,8,52,7,2,5,4,1,1,1,1,1,9,6,2,2,3,1,4,16,1,8,1,1,3,1,1,4,1,1,14,1,3,2,3,6,4,1,2,10,1,12,1,1,1,1,7,1,2,4,1,3,1,1,2,3,3,1,1,20,1,20,17,4,1,1,1,1,5,23,9,4,9,5,1,1,1,4,5,1,8,2,2,3,1,1,9,2,1
9,1,9,14,8,3,1,1,6,30,17,1,12,3,22,1,3,6,2,1,2,1,1,3,5,3,1,1,1,1,15,1,17,1,1,14,2,1,8,1,1,27,1,1,1,9,17,3,1,5,3,1,19,2,1,1,1,21,1,11,33,1,1,2,1,5,2,1,1,1,18,1,9,7,1,2,1,1,1,6,19,20,3,20,19,1,1,1,2,16,2,2,1,4,14,1,1,4,1,1
2,1,7,11,4,1,3,4,8,8,35,3,7,39,39,3,7,8,2,1,2,1,1,4,2,12,4,2,1,3,5,1,1,1,1,24,2,2,1,1,1,8,1,3,3,6,1,2,1,1,4,1,41,3,1,1,1,5,1,3,24,1,4,2,1,3,2,3,1,2,3,1,4,45,3,3,1,1,2,3,2,30,5,19,7,1,1,1,3,6,3,7,3,1,24,1,1,50,3,1
2,1,4,1,4,1,3,4,2,3,6,3,1,2,33,3,26,2,2,1,2,1,1,7,2,7,4,2,1,3,1,1,1,1,1,1,2,1,1,1,1,31,1,3,3,6,1,2,1,1,2,1,1,1,1,1,1,34,1,3,1,1,4,2,1,3,2,3,1,1,7,1,30,28,3,3,1,1,1,3,4,1,5,1,2,1,1,1,3,46,2,5,3,1,1,1,1,18,3,1
6,1,24,49,5,4,6,5,41,36,36,12,55,54,58,5,19,41,2,1,2,1,1,45,3,9,5,1,1,1,40,1,10,1,1,32,2,1,34,1,1,58,1,1,5,7,33,9,3,6,22,1,26,2,1,1,1,58,1,7,35,1,2,2,1,20,1,1,1,1,38,1,43,33,5,2,1,1,1,2,43,26,8,46,6,1,1,1,2,53,2,15,5,2,32,1,1,28,4,1
7,1,3,2,16,3,9,8,3,9,5,1,2,6,2,3,2,3,2,1,2,1,1,2,16,4,8,10,1,1,2,1,15,1,1,4,2,1,6,1,1,1,1,6,9,10,14,12,1,15,14,1,3,2,1,1,1,2,1,12,2,1,4,2,1,4,2,3,1,1,12,1,1,2,7,3,1,1,1,10,14,3,2,4,15,1,1,1,3,1,2,1,10,1,4,1,1,1,9,1
1,1,5,6,1,3,1,1,36,2,1,1,39,1,24,1,1,36,2,1,2,1,1,1,1,1,1,1,1,1,33,1,2,1,1,9,2,1,36,1,1,3,1,1,1,1,2,1,1,3,1,1,7,2,1,1,1,24,1,1,29,1,1,2,1,1,2,3,1,1,14,1,38,35,1,2,1,1,1,1,1,11,1,12,1,1,1,1,2,4,2,4,1,4,9,1,1,2,1,1
2,1,7,25,10,1,3,4,7,8,35,3,13,24,3,3,7,7,2,1,2,1,1,17,9,12,4,2,1,3,6,1,6,1,1,24,2,2,10,1,1,22,1,3,3,6,7,2,1,7,2,1,41,3,1,1,1,22,1,3,20,1,4,2,1,3,2,3,1,2,3,1,37,21,3,2,1,1,2,8,7,30,5,19,7,1,1,1,3,12,3,16,3,1,24,1,1,16,3,1
1,1,42,14,8,3,1,1,50,20,11,1,50,3,46,6,3,50,2,1,2,1,1,3,14,3,1,1,1,1,43,1,17,1,1,41,2,1,17,1,1,36,1,1,1,9,17,3,3,5,26,1,39,2,1,1,1,47,1,11,42,1,1,2,1,5,1,1,1,1,29,1,9,27,1,2,1,1,1,6,46,38,3,43,12,1,1,1,2,26,2,2,7,4,41,1,1,11,7,1
7,1,3,2,16,1,9,4,3,9,5,11,2,6,2,3,2,3,2,1,2,1,1,2,16,4,4,10,1,3,2,1,15,1,1,4,2,1,6,1,1,1,1,3,9,10,14,12,1,15,14,1,3,2,1,1,1,2,1,12,2,1,4,2,1,4,2,3,1,1,12,1,1,2,3,2,1,1,1,10,14,3,2,4,15,1,1,1,3,1,2,1,10,1,4,1,1,1,3,1
7,1,9,3,8,3,8,1,6,6,16,6,3,40,40,1,3,6,2,1,2,1,1,8,5,3,1,8,1,1,13,1,7,1,1,14,2,1,8,1,1,41,1,1,1,19,16,3,3,5,3,1,19,2,1,1,1,4,1,20,39,1,1,2,1,18,1,1,1,1,18,1,14,7,1,2,1,1,1,6,5,20,3,20,12,1,1,1,2,7,2,10,7,2,14,1,1,4,1,1
2,1,19,22,4,1,3,4,26,8,11,3,15,21,30,3,7,26,2,1,2,1,1,31,2,12,4,2,1,3,13,1,6,1,1,28,2,1,15,1,1,61,1,3,3,6,7,2,1,7,4,1,49,2,1,1,1,30,1,3,13,1,4,2,1,3,2,3,1,1,3,1,14,25,3,3,1,1,1,8,21,47,5,50,7,1,1,1,3,20,2,10,3,1,28,1,1,20,3,1
4,1,1,9,2,1,2,2,19,1,3,2,8,11,7,4,5,19,2,1,1,1,1,9,6,2,2,3,1,4,16,1,8,1,1,39,1,1,5,1,1,14,1,3,2,3,6,4,1,2,21,1,12,1,1,1,1,7,1,2,4,1,3,2,1,2,2,3,1,1,20,1,20,17,4,3,1,1,1,5,11,9,4,9,18,1,1,1,3,5,1,8,2,1,39,1,1,9,2,1
4,1,21,36,12,1,2,2,19,1,10,6,21,49,17,4,27,19,2,1,2,1,1,32,13,13,2,5,1,3,8,1,9,1,1,19,2,1,5,1,1,6,1,3,2,13,9,7,1,14,21,1,29,1,1,1,1,16,1,8,7,1,3,2,1,9,2,3,1,1,19,1,42,11,4,2,1,1,1,17,11,14,16,16,18,1,1,1,3,21,1,23,2,1,19,1,1,24,2,1
2,1,7,25,10,1,3,4,3,8,5,3,13,24,3,3,7,3,2,1,2,1,1,17,9,4,4,2,1,3,6,1,15,1,1,35,2,1,6,1,1,22,1,3,3,5,14,6,1,7,2,1,3,1,1,1,1,22,1,9,2,1,4,2,1,3,2,3,1,1,12,1,37,2,3,3,1,1,1,8,14,3,5,37,2,1,1,1,3,12,1,16,3,1,35,1,1,1,3,1
4,1,21,28,2,1,2,2,24,9,10,2,40,8,17,4,5,24,2,1,2,1,1,12,18,10,2,5,1,3,8,1,9,1,1,3,2,1,30,1,1,6,1,3,2,13,9,7,1,22,10,1,46,1,1,1,1,16,1,8,7,1,3,2,1,9,2,3,1,1,12,1,40,11,4,3,1,1,1,17,14,17,4,47,16,1,1,1,3,21,1,23,2,1,3,1,1,24,2,1
6,1,2,45,5,4,6,5,29,28,4,5,46,37,45,5,9,29,2,1,2,1,1,48,10,22,5,11,1,3,53,1,11,1,1,38,2,1,42,1,1,50,1,5,5,8,10,17,3,8,12,1,37,2,1,1,1,46,1,6,30,1,5,2,1,7,1,1,1,1,21,1,44,38,5,3,1,1,1,7,39,37,10,36,29,1,1,1,1,38,2,47,5,2,38,1,1,29,4,1
1,1,53,4,8,3,8,1,36,18,14,6,35,26,24,6,3,36,2,1,2,1,1,8,5,13,1,1,1,1,19,1,7,1,1,21,2,1,36,1,1,3,1,1,1,14,16,3,3,18,17,1,15,2,1,1,1,24,1,13,17,1,1,2,1,5,2,1,1,1,23,1,6,35,1,2,1,1,1,12,38,15,3,13,19,1,1,1,2,32,2,3,7,4,21,1,1,27,7,1
4,1,1,5,2,1,2,2,13,29,29,2,23,27,32,4,12,13,1,1,1,1,1,30,4,2,2,3,1,3,16,1,12,1,1,10,1,1,4,1,1,20,1,3,2,3,11,4,1,2,10,1,14,1,1,1,1,32,1,2,4,1,3,2,1,2,2,3,1,1,26,1,13,26,4,1,1,1,1,5,12,10,11,23,5,1,1,1,3,31,1,33,2,1,10,1,1,22,2,1
1,1,18,3,1,3,1,1,16,6,16,1,3,4,9,1,3,16,2,1,2,1,1,8,5,3,1,1,1,1,19,1,7,1,1,8,2,1,9,1,1,9,1,1,1,19,16,3,3,5,3,1,6,2,1,1,1,4,1,20,6,1,1,2,1,18,2,1,1,1,9,1,18,9,1,2,1,1,1,6,25,24,3,24,12,1,1,1,2,7,2,3,1,1,8,1,1,6,1,1
9,1,35,42,8,3,10,2,38,20,17,10,44,58,53,6,25,38,2,1,2,1,1,46,14,3,2,9,1,1,25,1,29,1,1,21,2,1,17,1,1,36,1,5,7,9,26,9,3,5,3,1,32,2,1,1,1,61,1,11,45,1,5,2,1,23,1,1,1,1,27,1,45,51,4,2,1,1,1,23,19,33,3,41,28,1,1,1,2,17,2,45,7,4,21,1,1,25,7,1
2,1,4,1,10,1,3,4,2,5,6,3,1,2,4,3,7,2,2,1,2,1,1,7,2,7,4,2,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,3,3,5,1,2,1,1,2,1,1,1,1,1,1,3,1,9,1,1,4,2,1,3,2,3,1,1,7,1,7,1,3,3,1,1,1,3,4,1,5,1,2,1,1,1,3,3,1,5,3,1,1,1,1,8,3,1
1,1,5,6,1,3,1,1,36,2,1,1,39,1,24,1,1,36,2,1,2,1,1,1,1,1,1,1,1,3,33,1,2,1,1,9,2,1,36,1,1,3,1,1,1,1,2,1,1,3,1,1,7,2,1,1,1,24,1,1,29,1,1,2,1,1,2,3,1,1,14,1,38,35,1,2,1,1,1,1,1,11,1,12,1,1,1,1,2,4,2,4,1,4,9,1,1,2,1,1
4,1,47,33,17,3,2,2,47,21,27,2,32,18,50,4,24,47,2,1,2,1,1,22,18,10,2,5,1,4,35,1,26,1,1,44,2,1,26,1,1,56,1,3,2,3,26,10,4,23,7,1,33,1,1,1,1,52,1,13,40,1,3,2,1,14,2,1,1,1,6,1,47,34,4,2,1,1,1,29,31,34,23,27,13,1,1,1,4,51,1,24,2,1,44,1,1,47,2,1
2,1,4,1,4,1,3,4,2,3,6,3,1,2,33,3,26,2,2,1,2,1,1,7,2,7,4,2,1,3,1,1,1,1,1,1,2,1,1,1,1,31,1,3,3,6,1,2,1,1,2,1,1,1,1,1,1,34,1,3,1,1,4,2,1,3,2,3,1,1,7,1,30,28,3,3,1,1,1,3,4,1,5,1,2,1,1,1,3,46,1,5,3,1,1,1,1,18,3,1
6,1,10,45,6,4,6,5,29,28,4,5,46,14,45,5,9,29,2,1,2,1,1,21,10,8,5,11,1,1,53,1,11,1,1,5,2,1,42,1,1,50,1,3,5,8,10,9,3,8,12,1,37,1,1,1,1,46,1,6,30,1,2,2,1,7,1,3,1,1,21,1,8,12,5,2,1,1,1,7,9,37,10,36,10,1,1,1,1,39,1,20,5,2,5,1,1,30,4,1
4,1,1,5,2,1,2,2,4,1,3,2,23,27,32,4,5,4,2,1,2,1,1,43,6,2,3,3,1,3,36,1,8,1,1,3,1,1,4,1,1,20,1,3,2,3,6,4,1,2,10,1,17,1,1,1,1,32,1,2,4,1,4,2,1,2,2,3,1,1,25,1,13,29,4,3,1,1,1,5,23,19,4,14,5,1,1,1,3,31,1,35,2,1,3,1,1,26,2,1
1,1,22,3,1,3,1,1,35,2,1,1,3,4,24,1,6,35,2,1,2,1,1,8,1,1,1,1,1,1,13,1,5,1,1,8,2,1,2,1,1,3,1,1,1,4,2,3,3,3,5,1,6,2,1,1,1,24,1,4,9,1,1,2,1,1,2,1,1,1,1,1,26,3,1,2,1,1,1,1,44,29,7,30,1,1,1,1,2,7,2,3,1,4,8,1,1,6,3,1
4,1,21,33,12,1,2,2,39,21,10,2,21,8,17,4,24,39,2,1,2,1,1,12,22,19,2,5,1,3,8,1,9,1,1,39,2,1,35,1,1,6,1,3,2,3,9,10,1,22,21,1,29,1,1,1,1,16,1,8,7,1,3,2,1,9,2,3,1,1,30,1,40,11,4,3,1,1,1,17,31,14,23,44,18,1,1,1,3,21,1,23,2,1,39,1,1,24,2,1
4,1,21,33,12,2,2,2,39,21,10,2,21,8,17,4,24,39,1,1,1,1,1,12,22,19,2,5,1,4,8,1,9,1,1,39,1,1,35,1,1,6,1,4,2,3,9,10,4,22,21,1,29,1,1,1,1,16,1,2,7,1,3,1,1,25,3,4,1,1,30,1,40,11,4,1,1,1,1,17,31,14,23,44,18,1,1,1,4,21,1,23,2,3,39,1,1,24,2,1
4,1,1,9,2,1,2,2,4,1,3,2,8,11,7,4,5,4,2,1,1,1,1,9,6,2,2,3,1,4,16,1,8,1,1,3,1,1,4,1,1,14,1,3,2,3,6,4,1,2,10,1,12,1,1,1,1,7,1,2,4,1,3,1,1,2,2,3,1,1,20,1,20,17,4,3,1,1,1,5,23,9,4,9,5,1,1,1,3,5,1,8,2,1,3,1,1,9,2,1
4,1,48,30,12,1,8,2,19,6,37,6,52,40,40,4,3,19,2,1,2,1,1,32,5,3,2,2,1,3,13,1,34,1,1,42,2,1,5,1,1,41,1,3,3,14,25,3,1,27,17,1,38,2,1,1,1,55,1,13,39,1,1,2,1,18,2,3,1,1,23,1,6,41,4,2,1,1,1,12,5,14,22,16,13,1,1,1,3,42,2,51,2,1,42,1,1,35,2,1
4,1,37,9,2,2,2,2,39,1,3,2,8,11,41,4,5,39,1,1,1,1,1,9,6,2,2,3,1,4,16,1,8,1,1,3,1,1,4,1,1,14,1,4,2,3,6,4,4,2,9,1,12,1,1,1,1,37,1,2,4,1,3,1,1,2,3,3,1,1,20,1,5,34,4,1,1,1,1,5,28,9,4,9,5,1,1,1,4,5,1,8,2,3,3,1,1,9,2,1
2,1,46,35,3,1,7,3,42,31,20,2,38,15,13,4,15,42,2,1,2,1,1,10,3,20,2,6,1,3,18,1,16,1,1,29,1,1,7,1,1,40,1,3,6,7,12,5,1,10,25,1,25,1,1,1,1,11,1,7,38,1,4,2,1,11,2,3,1,1,34,1,11,8,2,3,1,1,1,2,24,25,18,25,4,1,1,1,3,41,1,34,4,1,29,1,1,14,8,1
1,1,45,41,1,3,1,1,15,15,34,1,43,46,38,1,18,15,2,1,2,1,1,44,7,14,1,1,1,3,48,1,14,1,1,17,2,1,2,1,1,43,1,1,1,1,13,1,3,17,24,1,21,2,1,1,1,41,1,1,11,1,1,2,1,15,2,1,1,1,1,1,27,40,1,2,1,1,1,9,42,21,27,18,20,1,1,1,2,47,2,44,9,4,17,1,1,41,1,1
5,1,10,10,6,1,4,5,14,4,2,8,6,5,29,3,22,14,1,1,1,1,1,21,11,18,6,4,1,3,27,1,27,1,1,5,1,1,3,1,1,5,1,2,5,15,24,8,1,11,19,1,13,1,1,1,1,29,1,17,3,1,4,1,1,22,2,2,1,1,2,1,8,44,5,1,1,1,1,19,16,16,15,10,6,1,1,1,3,9,1,20,3,1,5,1,1,30,4,1
2,1,12,17,9,2,5,3,4,12,12,4,19,16,6,2,11,4,1,1,1,1,1,27,12,6,3,7,1,2,7,1,21,1,1,11,1,1,13,1,1,46,1,3,4,17,19,13,1,16,6,1,23,1,1,1,1,6,1,15,10,1,3,1,1,13,3,3,1,1,4,1,2,16,2,1,1,1,1,15,17,23,9,22,3,1,1,1,3,11,1,29,6,3,11,1,1,5,6,1
4,1,34,39,2,1,2,2,4,1,3,2,47,33,48,4,5,4,2,1,2,1,1,11,6,2,2,3,1,3,39,1,8,1,1,11,2,1,4,1,1,45,1,3,2,3,6,4,1,2,10,1,34,1,1,1,1,50,1,2,10,1,3,2,1,2,2,3,1,1,25,1,2,47,4,3,1,1,1,5,41,35,4,40,5,1,1,1,3,43,1,46,2,1,11,1,1,26,2,1
3,1,43,17,3,2,2,3,4,24,21,9,29,25,27,2,11,4,1,1,1,1,1,49,4,6,3,3,1,4,4,1,20,1,1,11,1,1,4,1,1,28,1,3,4,16,15,4,1,9,6,1,23,1,1,1,1,27,1,10,44,1,3,1,1,6,3,2,1,1,11,1,48,6,2,1,1,1,1,11,6,23,11,22,5,1,1,1,3,48,1,57,4,3,11,1,1,17,5,1
3,1,29,26,2,2,2,3,39,1,24,2,19,52,54,4,5,39,1,1,1,1,1,39,6,19,3,3,1,4,11,1,8,1,1,3,1,1,32,1,1,14,1,4,2,11,6,5,2,2,18,1,27,1,1,1,1,37,1,10,21,1,3,1,1,6,3,4,1,1,20,1,49,34,2,1,1,1,1,14,28,27,11,3,4,1,1,1,4,55,1,48,4,3,3,1,1,9,2,1
4,1,37,4,15,1,2,2,3,18,14,6,2,50,12,4,5,3,2,1,2,1,1,2,22,13,2,5,1,3,2,1,26,1,1,28,2,1,26,1,1,54,1,3,2,9,26,10,1,15,17,1,38,1,1,1,1,12,1,2,17,1,3,3,1,4,2,3,1,1,23,1,13,34,4,2,1,1,1,10,23,15,4,27,13,1,1,1,3,52,2,1,2,1,28,1,1,35,2,1
4,1,48,36,12,1,8,2,19,38,37,6,52,40,40,4,13,19,2,1,2,1,1,32,5,3,2,5,1,4,13,1,34,1,1,42,2,1,5,1,1,41,1,3,2,14,9,7,1,27,17,1,38,1,1,1,1,55,1,13,39,1,3,2,1,2,2,3,1,1,23,1,35,41,4,3,1,1,1,12,11,14,22,16,13,1,1,1,3,35,1,51,2,1,42,1,1,35,2,1
4,1,3,2,2,1,9,2,3,9,5,6,2,6,2,4,2,3,2,1,2,1,1,2,22,4,2,10,1,3,2,1,9,1,1,4,2,1,6,1,1,1,1,3,2,10,9,12,1,15,14,1,3,1,1,1,1,2,1,12,2,1,4,2,1,4,2,3,1,1,30,1,1,2,4,3,1,1,1,10,2,3,2,4,8,1,1,1,3,1,1,1,2,1,4,1,1,1,3,1
4,1,31,4,15,3,8,1,17,18,14,6,35,26,12,6,23,17,2,1,2,1,1,41,21,13,1,5,1,3,30,1,26,1,1,28,2,1,26,1,1,21,1,1,7,14,26,3,3,18,17,1,38,2,1,1,1,12,1,13,17,1,1,2,1,5,2,3,1,1,23,1,6,20,4,2,1,1,1,12,26,15,16,27,13,1,1,1,3,32,2,40,7,1,28,1,1,35,7,1
2,1,37,52,2,1,2,2,34,35,38,2,5,50,59,4,5,34,2,1,2,1,1,11,22,2,4,3,1,3,4,1,20,1,1,3,2,1,4,1,1,54,1,3,2,3,15,4,1,2,10,1,14,1,1,1,1,43,1,2,27,1,3,2,1,2,2,3,1,1,25,1,13,6,3,3,1,1,1,5,23,10,4,21,5,1,1,1,3,52,1,9,2,1,3,1,1,14,2,1
3,1,50,32,18,4,7,5,46,16,14,2,49,51,12,2,15,46,1,1,1,1,1,51,3,13,5,6,1,2,51,1,28,1,1,33,1,1,7,1,1,35,1,2,5,14,12,5,2,18,17,1,25,1,1,1,1,12,1,13,17,1,2,1,1,5,3,2,1,1,8,1,11,8,5,1,1,1,1,12,32,25,25,13,4,1,1,1,3,42,1,50,7,2,33,1,1,23,8,1
2,1,49,8,10,1,3,4,45,8,8,3,17,44,3,3,20,45,2,1,2,1,1,16,9,16,6,2,1,3,55,1,6,1,1,37,2,1,27,1,1,37,1,3,3,5,7,8,1,7,2,1,24,1,1,1,1,28,1,3,26,1,2,2,1,21,2,2,1,1,35,1,46,12,3,3,1,1,1,8,52,4,19,28,2,1,1,1,3,37,1,25,8,1,37,1,1,16,5,1
4,1,26,28,2,2,2,2,24,10,3,2,40,19,63,4,5,24,1,1,1,1,1,12,18,2,2,5,1,4,9,1,12,1,1,3,1,1,30,1,1,16,1,5,2,3,11,4,4,2,7,1,17,1,1,1,1,63,1,2,4,1,3,1,1,2,3,4,1,1,6,1,5,29,4,1,1,1,1,5,15,19,4,14,8,1,1,1,4,35,1,32,2,1,3,1,1,26,2,1
2,1,34,44,2,1,3,4,4,5,6,3,58,56,4,4,7,4,2,1,2,1,1,11,2,7,4,2,1,3,47,1,1,1,1,40,2,1,1,1,1,2,1,3,3,5,15,4,1,25,10,1,52,1,1,1,1,3,1,9,31,1,4,2,1,3,2,3,1,1,7,1,7,49,3,3,1,1,1,30,27,50,5,54,5,1,1,1,3,3,1,46,2,1,40,1,1,8,2,1
3,1,1,9,2,1,2,2,4,29,38,2,5,11,7,4,5,4,1,1,1,1,1,33,6,2,2,3,1,4,16,1,20,1,1,3,1,1,4,1,1,26,1,3,2,3,15,4,1,2,10,1,14,1,1,1,1,7,1,2,4,1,3,1,1,2,3,3,1,1,26,1,5,6,2,1,1,1,1,5,23,10,4,21,5,1,1,1,3,5,1,9,2,1,3,1,1,22,2,1
4,1,23,30,13,1,2,2,13,13,26,2,33,32,25,4,13,13,2,1,2,1,1,25,13,10,2,5,1,3,11,1,24,1,1,18,1,1,25,1,1,29,1,3,7,3,8,7,1,14,18,1,31,1,1,1,1,25,1,8,34,1,3,2,1,14,2,3,1,1,22,1,28,19,4,3,1,1,1,16,11,32,13,16,16,1,1,1,3,22,1,26,2,1,18,1,1,15,2,1
4,1,37,4,15,1,2,2,3,18,14,6,2,50,12,4,5,3,2,1,2,1,1,2,22,13,2,5,1,3,2,1,26,1,1,28,2,1,26,1,1,54,1,3,2,9,26,10,1,15,17,1,38,1,1,1,1,12,1,2,17,1,3,2,1,4,2,3,1,1,23,1,13,34,4,2,1,1,1,10,23,15,4,27,13,1,1,1,3,52,2,1,2,1,28,1,1,35,2,1
2,1,15,8,10,1,3,4,9,8,8,3,17,44,3,3,20,9,2,1,2,1,1,23,9,7,4,2,1,3,46,1,18,1,1,37,2,1,20,1,1,32,1,3,3,5,18,2,1,7,16,1,24,1,1,1,1,28,1,3,26,1,4,2,1,21,2,3,1,1,35,1,12,32,3,3,1,1,1,8,10,4,19,28,2,1,1,1,3,50,1,16,3,1,37,1,1,16,3,1
